tweet	label
Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays huing morale. Thanks King	0
//t.co/vltSpK8U4S	0
'Views from the 6' gon be Instagram picture titles for a while...brace yaself my nigs	1
'i drowned in ur pussy so i swam 2ur BuT." Easily the most eloquent message sent on Xbox Live.	1
(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO (&#9835; Lights taking too long make me bilingual &#9835;)	0
(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.	0
(looks over at oomf)  @shethepete Does pretending to have no bitches really work or nah?	1
//tinyurl.com/dmt397	0
*Bows down* "Yes bitchmaster bitch"	1
You niggas switch up your opinions like faggots	1
Chubbs bout to Earl.	1
*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch	1
*Searches my yellow pages app for the nearest Jack In The Box*	0
*Sings* I killed that pussy she died with her eyes open	1
*Teachers call you a pussy for not doing senior skip day*	1
@iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.	1
could you not?	1
*chops*  @Tweets2Sweet *does bird call, flaps hands*	1
"*goes black friday shopping*

*turns into a nigger*"""	1
Karrenchi still a bird ass bitch	1
//t.co/ZJYxCI9Ram	1
Then why u still single?  @Greek_Oddess yall find the ugliest hoes attractive.	1
*makes a wise argument about the accelerated Warholian notion of celebrity in the era of Vine* *passing teens mock my old wrinkled balls*	1
*pops that pussy for singles*	1
*pregnant crazy bitch wus the answer we were looking for...	1
*puts people/bitch face on*	1
*rubs hands like bird man	0
*scrolling through fb* some hoe says "need a man 2 cuddle in the cold with" bitch nobody wanna touch your #ratchet ass	1
"bird shut up
*squak*
Alex: that was an act of defiance 
@Alextalksback"	0
*waits for Fanduel to hit me with the jig*	0
_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me"	1
+1 Otakon badge, now with what I'm going to lovingly refer to as my "cripple ribbon."	1
,@KiroGx me gusta "typing like a retard to make the other person look dumber by pretending to agree with them" bazinga	1
,@musclezauber why not animal crackers. i want animal crackers shaped like master chiefs and trolls and gun's and shit, thatd rule.	1
------&gt; @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro	1
10. How many hoes do you REALLY have?	1
"-Can I help you?
-Maybe. You gotta card for ;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?"	0
. @_HISTO requires soundcloud links and tumblr bitches; he MIGHT let you play his pay then.	1
... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.	1
... but bitches catch feelings after, all the damn time.	1
//t.co/RXTJwwKfHJ	1
..........does nobody sell #orange flavored and colored #bubblegum? IS THAT YOUR FUCKIN' PROBLEM? #Giants? Fuck it. I'm going #6Pack now	1
....is now tweeting from a tablet....baller bitch	1
Fucking niggers that's all Kentucky is and ever will be	0
...and I'm goin back to school.. only for the hoes and a class or two	1
...but if a SHOW about #Obama was called #Whitish ..........y'all motherfuckers would cry #racist like lil bitches. #Blackish	1
...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.	1
@DreaaaLove RIP to my NIGGA Trayvon, a wohless spear chucker	0
//t.co/X3Oapfm3e8 #VCCamelRaces	0
http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA	0
.@Buckm00se really does talk like a buck nigger	1
.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.	0
.@HoppyKercheval Could you just play 2 minutes of the Charlie Brown "wah wah wah" adult sound effect instead?	0
.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?	0
.@SarahPalinUSA Wow, "impeachment." Look at you using your Vocab Workshop words. Guess we were only half wrong about you being a dumb cunt.	1
"Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV"	0
//t.co/3OcxPxlYdt	1
.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook	0
.@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...	0
.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.	1
.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know	0
.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market	0
.@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch.	1
.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.	1
1 baby Momma no bitch no wife like PAC u need a thug in ya life	1
1 good girl is woh 1000 hoes	1
1 loyal girl &gt; 1OO hoes	1
1 more day bitches	1
1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe	1
1 thang i know these bitches come n go so keep em out your bussiness	1
1 time for the lonely hoes watching #Scandal re runs	1
@ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that	0
1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop	1
1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the pay don&#8217;t sta 'til the drugs arrive #Loaded	1
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.	0
1-800-slap-a-hoe	1
"0 trash ass nigga
@07Cannon: Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;"	1
10  @ParadoxicalMike 1.5  @iDavey On average, 2. But I can be an 8 when need be. "@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?"	0
100 days til Christmas bitches	1
100 mile dead zone radius around Philly...gotta go to NY or DC  @CeeRoss The tri state needs better bitches	1
100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora	1
And its cause of Romo bitch ass Dez &amp; Witten not eating	1
"11/19 w/ @anjahlamarie - the depot 
12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)"	1
12 oz arizona's trash	1
Don't sta "@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG"&#8221;	1
"13% shy
65% bitch
22% homosexual"	1
1300 for the eggs sunny side nicca .. @EastsideDame	1
15. Did twitter ever get you pussy/dick	1
18 year old pussy tastes like hope.	1
18 yr scrap from out here might get life in prison for murderin a noe nigga by el pollo loco off of story rd.&#128563;	1
187 how I'm killin these hoes	1
#Yankees #Braves	0
//t.co/qc5IF6G4fG	0
1st game of Fall 7s.. finna kill some hoes	1
1wayhustle come get signed bitch we self paid.	1
2 #iubb games when im in #bloomington #btown how good is that? #ncaa #basketball #college #Indiana #iu #hoosiers	0
//t.co/VcsNP9ejV9	0
2 bad bitches, 3 glocks, 4 choppas	1
2 beer queer	1
2 faced bitch	1
2 hoes 1 dyke	1
2 or 3 hoes for everything &#128527;&#128520;&#128526;	1
2 thangs my bitch can't say, "I'm broke" n "ha period late"	1
2 year staing on me on the street... so i put a fag out on him. #funnyguy	1
2+2 not knowing wtf it is bitch	1
2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches	1
20k tweets hoe, I'd like to thank all my suppoive fans &#9996;&#65039; more tweets to come.	1
21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.	1
I am really glad there haven't been any yellows. But why haven't there been any yellows??	0
//t.co/GoyZfOU46I	1
270 on flappy bird suck my dick and lick my balls #swag	1
2Pac was real af on "Temptations". Thats exactly how it be for niggas getting money and bitches	1
2fine4cheapwine@yahoo.com &#171Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;	1
2k coaches are retarded who would put a 5'10 point guard at the 3 tho.	1
3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao	1
"3 things i cant stand while dealing with a bitch 

A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS"	1
3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldheaed. #neverlovingsomeoneagain #dontneedanyone	1
3-0-0 bitches fuck wid me	1
30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip	1
300 bitch we hot, we done took flight 	1
"28 on the clock.

Michigan some hoes."	1
37- no, i dont like hoes	1
4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao	1
4 old hoes, a ponk, and a dyke outchea having "girl talk"	0
4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase..	1
"4&#8419;2&#8419;0&#8419;

moke up"	0
40 mins. Until that bitch drop	1
416 we know ya bitch @kendricklamar	1
Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.	1
4th and long bitches	1
5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop ta, some crackers, 3 powerades, and a water yuhhh I'm good lol	0
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;	1
40 A.M. and still awake YAY Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel	0
5SOS is trash	0
"Whizzing crackers My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx"	0
5s are ugly thot bitch shoes	1
come hang out with us but not if u fugly. oh and side hoes to the left thnx.	1
5thharmony user followed then unfollowed me what a prude ass hoe	1
"6' 217 on these hoes. I am not fat.

I'm big boned.

hehehehehe."	1
07 AM .. Bout to match up wit dis nicca #DonnyDinero	1
7 pounds never fails to make me cry. Im not bitch, I just relate to it	1
7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation	1
15 needs to hurry up . It's chilly in this bitch	1
8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this	1
//t.co/z2Wko9Ripz	0
//t.co/DTLlzlXmPF	0
//t.co/VIWMjjJxOT	0
90 percent yo bitch with me 100 percent that scrap with me	1
90% of niggas goofy and act like bitches	1
//t.co/1nkNfZqBo9	0
"934 8616
i got a missed call from yo bitch"	1
95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite..	1
//t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1	0
99 problems but a bitch ain't 1	1
99 problems but a bitch ain't one	1
) "@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes"	0
/ well that sucks that Kobe is out now... he's still filthy, you can hate him all u want but if you dont have respect for him, ur retarded	1
All good pussy comes with a price tag	1
@ me bitch	1
This bitch wants to be included so fuckin baldly bruh&#8221;	1
@ the chick who is gorgeous and so fine but her pussy stinks	1
@ the person who significant other a hoe and you the s/o cheating	1
@01TakesTheLead no bitch I had to use my whipers	1
@05235fd083ad408 hick yes	1
@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha	1
@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach	1
@05proFESSOR I bet he's a Starbucks queer	1
@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties	1
@0ddment I could fuck a bowl of graham cracker cereal	1
@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.	1
@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...	0
@1000gramsBee bitch	1
@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb	1
@10x90 @fucktyler fugly loose hoe	1
@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.	0
26 I also will laugh at your calamity; I will mock when your fear cometh;	1
7 blessings #Jesus	0
19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating	0
@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying "why you sitting there" bitch #vote5sos	1
@1Josh_Warwick3 @ashleyypat17 fag	1
@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.	1
@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;	1
@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.	0
@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes	1
@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death	1
@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?	1
@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less	1
@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out	1
@1Starflow &#128514;&#128514;&#128514; them bitches need a tan	1
@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh	1
@1stBlock_Rody pussy	1
@1stBlock_Rody yu ah hoe	1
@1usagrunt. I wonder what Charlie Brown would have to say about these days.	0
@2014samanthaKay good enough fag	0
@21Cvasquez little bitch your ass is getting tased when I get home	1
@22duces20 haha still a little bitch though &#128517;	1
@253hippy Bc she's a cunt hoe bag	1
@2ANow She looks like a plastic monkey doll	1
@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud	1
@2LEGIT4that go be cunt somewhere else	1
@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.	1
@2sassymom so glad you did this I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.	1
@2trippymcneely if it's trash I'm kickin yo ass	1
@37738921 reminds me of Oreos lmao	0
@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie	1
@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.	1
@44BINKO ima act like I hit that hoe then pass it like I was earlier	1
@4C_Ryan fag rhymes with gag.	1
@5Dimes fuck you tony...you greaseball piece of shit-	1
@7aidualc9 u said "@ me hoe" &#128514;&#128514;&#128514; so I did...	1
@808NoHeartBreak hoes	1
@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too &#128175;&#128170;&#128074;	1
@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy	1
@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole	0
@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day	0
@ACMobbDeep @madsbennett yeah I run over squirrels and coons	0
@AC_Hussle bitches are hoes don't be surprised	1
@AGreasyMonkey @Huntermoore faggot	1
@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them	1
@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;	0
@ALaQuannD what you laughing at hoe	1
@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...	1
@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..	1
@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass.	1
@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?	1
@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.	1
@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs	1
@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again	1
@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense	1
@AaronKeplin shut up bitch	1
@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now	1
@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts	0
@AbrehamDadi no bitch	1
@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times	1
@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.	1
@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.	1
@AbusiveMen You're a fucking pussy	1
@AcaciaBrinley crusty hoe	1
@AceAlford_23 double up on this game bitch	1
@AceHudsonJr bitches tryna take all my money, g.	1
@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy.	1
@ActaBunniFooFoo I like my gross yellow heat lamps. Why?	0
@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.	1
@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue	0
@AdamBaldwin Really?? Bro, that retard @SenTedCruz even missed the point of GreenEggs&amp;Ham It means don't knock it til ya try it	1
@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill	1
@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner	0
Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI	1
@Adolfhibsta I've seen a number of bitches on here say there's no such thing as loose pussy lol. Ok	1
@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;	0
@Adrian1_knowsu nigglet &#128530;&#128536;	1
@AidaApple14 imma bitch i know , leave me alone	1
@AirSimba9 I don't be on the hoes but these hoes on my snapchat	1
@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro	1
@AjKFAN Big congrats to all I expect him to be blogging on rube chat in a few days Now get some sleep, you will need it	0
@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid	1
@Alan_Casillas bitches or wat	1
@Alan_Casillas haha shit niggah i wish	1
@Alan_Casillas lol bitches from riverside to LA ahah	1
@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao	1
@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool	1
@AleeeD_ bitch who do u love	1
@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch	1
@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit	1
@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me	1
@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch	1
@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe	1
@Alejandro_Bihhh lol I was bout to say. Shit income tax in I'm Tryna find me a bitch for a couple weeks	1
)	0
@AlexDunlapNFL @BDOE_KLBJ that evil son of a bitch deserves everything that's coming to him	1
@AlexSchnider niiice my nigga schinder pullin hoes	1
@AlexaDelsanter bad bitch with me wonder where my manners go	1
@AlexaDelsanter karma is a bitch	1
@AlexisDiamond_ bitch stop fucking playin with me you know wtf I'm talkin about	1
@AlexisMota29 this niggah be lying &#128514;	1
@AlfieHeydrich Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf	1
@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.	1
@Alicia112794 So basically you like the background music, fag.	1
@AliciaDaniella8 them hoes was trash	1
@AlissaWasHeree you trippin bitch &#128533;	1
@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&#128530;	1
@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more	1
	1
@AllieBruner is my main bitch.	1
@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are	0
@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore	0
@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy "the hoes be by my house" , we be at tony spot mf	1
@Almighty_Woo he said he got you in workouts pussy	1
@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.	1
@AmPowerBlog but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious?	1
@AmPowerBlog haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would.	1
@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then	1
@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.	1
@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb	1
@AmandaShow__ bet that some good pussy	1
@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)	0
@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol	1
@AmeezysAngels96 I'm the trash	1
@AmericaAnti You're dismissed bitch. Not in the mood for fucktards this morning. #Blocked @Darknight420	1
@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law	1
@AmericanWhiteHM I hate that nigger.	0
@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now.	0
@American_Pye bitch would rather fuck a poster? damn... thats cold.	1
@AmirEldouh @jwheels3 Ali is a hoe for that	1
@Amizzyy_ Lol that hoe did numbers	1
@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol	1
)	0
@AnUglyNigga this is retarded	1
@AnastasiaPacana Iheinz201 stfu she thinks your ugly and hard to look at get the fuck out of chat faggot before i block you Oct 30th 1am	1
@AndreBerto can't wait for more PEDS is that it? Roid munching faggot	1
@Andreaa_olvera prego bitch	1
@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe	1
@Andreaa_olvera smd bitch	1
@AndrewJBurns1 @Tommy_Russell_ homo ass crackers	0
@AndrewJBurns1 I would but I got dat new monopoly wit da cards.ill hold it up n see if a hoe will let a nigga swipe on credit	1
@AndrewTaran That's a nice color combo too, love the blue and yellow.	0
@AndyHerren @AarynElizaGries cry baby bitch	1
@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.	0
@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh	1
@Anellesofia for some spook shit	1
@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey	1
@AngryWillHelms Genius, the politically correct term would be "intellectually disabled." It's highly offensive to use the word retarded.	1
@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens	1
@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .	1
@AnnaComan2 she was the principle for a ghetto elementary school, I doubt it. But fingers crossed&#128527;	1
@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people	0
@Anotherpotheadd lucky monkey	0
@Ant_Dgk @Buckm00se @ChainskiBum would this faggot survive in TJ?	1
"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value"	0
"@AnthonyCumia @cokelogic 
Hey Antony you speaks colored good"	0
@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke	0
@AnthonyCumia just don't bitch when your power goes out like last time	1
@AnthonyCumia pussy	1
@AntiHeroKo bitch FOH	1
@AntonioFrench The "You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown	0
@Ants_SNEweather Well you got to see pom-pom Pete	0
@ApevonTarskin WHAT? Smdh another bitch	1
@ApevonTarskin fuck u ugly ass bitch	1
@AppleciderPapi @OGBEARD @godIevel nah u just a fag	1
@Aram2432 @Marco_Spatula who invited this fag?	1
@Aram2432 I have class nig	1
@Arbogucci guys not supposed to get their ass sucked queer	1
@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.	1
@Arctic_Nation yeah, these bitches aint shit tho	1
@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.	1
@Are_Ohh_Bee bitch you up and joined the fucking army and those of us around this bitch was like "where the fuck rob go to the fuckin army?"	1
@Ari_Tweetz lol na bitches like crazy if the D good &#128064;	1
@ArianaGrande this bitch @cumwiththewind	1
@AriesTheOG cut a bitch	1
@ArlisDoNotChill @ChiefKeef3OO wheres my bitch wit my sammich then?	1
@ArtaleGaspare bitch i got the flameeee	1
@ArtbyLecardin @Amy0813Amy @Deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant	1
@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch	1
@Articulate_Aura bitches don't know if they wanna play basketball or look sexy bro	1
@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate	1
@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet).	0
@AsapTwelvyy bruh bruh that bitch ain't loyal 	1
@AsapTwelvyy hoes.	1
@Ashlynohma wtf I DMd you bitch	1
@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC	0
@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts	1
@AsvpRvchel @kittty_jpg nah that bitch stank	1
@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist	1
@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 fuck u bitch	1
These hoes ain't loyal @Bjames055	1
@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction	1
@AustinBurge44 either way both schools are trash &#128521;	0
@AustinBurge44 pussy ass schedule	1
@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag	1
"@AustinG1135 answer my snapchat faggot 
#butthurt"	1
@AustinG1135 go to sleep faggot	1
@AustinG1135 your the one keeping me up faggot	1
@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;	1
@AustinthaIntern Johnny football is trash man. Trash. Lol.	0
@AutyAut_ I miss you *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;	0
@AutyAut_ bitch add me	1
@AveryCash @DallyJackson @Coal_Daddy @THaRock10 @YouTube "I could have died".. "I called my mom a bitch" lmao	1
@AwiLL_2RECKLESS bruh did go out like a bitch thoe lol that should not be his final match	1
@AwiLL_2RECKLESS lmao omm you see the bitch tryna act like she ain't feel it ahaha	1
@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham	1
@Awint94 so ppl are pissed off basically saying if we have to suffer, you will too. Tourching tht bitch	1
@AwwYeahMaddie you're our bitch though	1
@AyDontJudgeMe Just come stop in this bitch cause im bout to get off	1
@AyMrCarter niggas be on pussy shit	1
@Aydren cause you're a sexy bitch	1
@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..	1
@AyyMartt bitch where you been	1
@BAMitsjustMARY no I bitch and moan not tears	1
@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;	1
@BBCandice @dorothy5334 @JoyGrenade if u cant talk without talking about ur cunt mama im thru talking	1
@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room	1
@BG_RAMBOE man shut yo bord ass up  Want some hoes ? Cdfu stay fuckjng wid me on here mann	1
@BH_Dragons he's fucking trash	1
@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.	1
#NAME?	1
@BLUE_yupp finger my throbbing pussy slowly as i cum on ur face	1
